orden_id;order_item_id;producto_id;vendedor_id;fecha_envio_limite;precio;valor_flete;codigo_postal_vendedor;ciudad_vendedor;departamento_vendedor;nombre_categoria_producto;longitud_nombre_producto;longitud_descripcion_producto;cantidad_fotos_producto;peso_g_producto;longitud_cm_producto;altura_cm_producto;ancho_cm_producto
93773PE11A;A;PE11;VE6781;25/06/2018 12:02;661.42;4.57;50686;San juanito;Meta;Tecnología;36;27;18;6865;37;22;40
35648PC66A;A;PC66;VE3607;21/06/2018 16:34;78.39;8.53;81001;Arauca;Arauca;Ropa infantil;14;28;40;880;32;14;22
17773PK15A;A;PK15;VE7925;08/08/2017 23:39;2.58;51.32;50001;Villavicencio;Meta;Deportes;34;24;10;1884;20;10;13
111690PE26A;A;PE26;VE2980;12/11/2017 18:09;15.96;3.74;44001;Riohacha;La guajira;Tecnología;14;1;1;4206;39;25;2
62191PC42A;A;PC42;VE1019;15/09/2017 23:33;42.28;3.79;52051;Arboleda;Nariño;Ropa infantil;23;7;32;1568;24;28;45
111313PC67A;A;PC67;VE5229;14/09/2017 18:13;11.05;5.59;5001;Medellin;Antioquia;Ropa infantil;28;21;6;749;39;25;3
61644PB74A;A;PB74;VE6542;08/12/2017 20:47;65.89;10.52;52427;Magui;Nariño;Ropa de adultos;23;8;8;764;30;23;33
92587PH54A;A;PH54;VE4365;06/12/2017 12:15;271.94;1.99;50001;Villavicencio;Meta;Bebés ;5;7;37;3153;42;20;19
11693PB57A;A;PB57;VE3199;07/09/2017 20:45;13.82;34.46;68001;Bucaramanga;Santander;Ropa de adultos;18;11;27;3623;14;8;20
23987PT45A;A;PT45;VE8455;12/09/2017 05:50;58.32;0.68;52051;Arboleda;Nariño;Tarjetas regalo;4;11;21;1379;30;18;41
22348PM36A;A;PM36;VE6032;04/01/2018 16:30;18.91;62.28;23001;Monteria;Cordoba;Ferretería;15;22;34;1874;46;25;27
45455PO37A;A;PO37;VE6608;18/12/2017 00:22;2.01;0.21;20001;Valledupar;Cesar;Productos ecoamigables;6;31;27;3002;3;21;28
17362PE23A;A;PE23;VE3840;21/10/2017 18:52;130.43;1.41;18001;Florencia;Caqueta;Tecnología;36;36;30;264;13;26;23
85145PH15A;A;PH15;VE7281;01/08/2017 01:14;29.29;37.72;17001;Manizales;Caldas;Bebés ;15;19;29;161;3;1;12
109788PB32A;A;PB32;VE2992;26/03/2018 00:54;37.37;1.07;68001;Bucaramanga;Santander;Ropa de adultos;25;11;36;2625;19;13;33
10195PM88A;A;PM88;VE8903;15/09/2017 08:34;19.26;10.87;52381;La florida;Nariño;Ferretería;17;26;34;1992;24;18;22
109665PA67A;A;PA67;VE9555;18/08/2017 12:34;149.31;17.84;50006;Acacias;Meta;Electrodomésticos;32;32;10;502;15;19;27
1113PS21A;A;PS21;VE1206;17/12/2017 05:44;42.51;28.45;27001;Quibdo;Choco;Carnicería;17;40;28;2179;21;16;30
56805PB50A;A;PB50;VE6856;31/05/2018 13:16;142.06;26.76;52560;Potosi;Nariño;Ropa de adultos;9;19;28;246;15;15;39
55561PB36A;A;PB36;VE2941;07/01/2018 04:48;2.91;1.98;52411;Linares;Nariño;Ropa de adultos;23;16;11;2720;37;9;19
46988PD26A;A;PD26;VE8925;27/12/2017 06:21;141.28;22.28;5001;Medellin;Antioquia;Celulares;17;24;34;203;30;13;7
61699PR84A;A;PR84;VE3877;29/03/2018 08:58;110.07;18.7;52323;Gualmatan;Nariño;Frutas y verduras;13;15;32;274;22;13;44
67673PS13A;A;PS13;VE8455;24/12/2017 04:03;16.65;8.09;73001;Ibague;Tolima;Carnicería;6;18;6;1741;37;16;28
15070PJ49A;A;PJ49;VE9864;21/08/2017 06:23;30.88;18.31;52356;Ipiales;Nariño;Mascotas;20;10;0;1016;15;17;36
111230PF35A;A;PF35;VE8160;20/02/2018 04:03;28.47;15.66;17001;Manizales;Caldas;Muebles;39;15;21;780;17;37;13
98080PM56A;A;PM56;VE5346;28/05/2018 20:37;29.55;16.99;15001;Tunja;Boyaca;Ferretería;29;22;38;2755;25;9;32
25133PA82A;A;PA82;VE4580;20/12/2017 10:07;367.57;37.53;50001;Villavicencio;Meta;Electrodomésticos;25;4;34;1177;48;30;33
86033PE62A;A;PE62;VE9170;18/10/2017 20:44;40.8;0.29;85001;Yopal;Casanare;Tecnología;34;16;7;1989;21;46;37
26600PD31A;A;PD31;VE6032;22/03/2018 07:07;44.71;50.82;54003;Abrego;Norte de santander;Celulares;26;15;22;4781;9;43;28
53379PT97A;A;PT97;VE2305;26/07/2017 23:27;42.46;5.52;50683;San juan de arama;Meta;Tarjetas regalo;20;10;29;3141;24;27;38
109773PO48A;A;PO48;VE3295;15/09/2017 08:59;168.98;36.89;81001;Arauca;Arauca;Productos ecoamigables;6;30;13;751;56;15;64
53562PD34A;A;PD34;VE8925;19/04/2018 16:12;246.51;23.43;52435;Mallama;Nariño;Celulares;6;2;19;3061;9;5;39
110911PN15A;A;PN15;VE9434;02/04/2018 18:57;5.2;63.45;52051;Arboleda;Nariño;Dormitorio;13;31;31;4141;38;27;6
28985PS19A;A;PS19;VE7147;01/10/2017 12:07;145.94;11.13;52203;Colon;Nariño;Carnicería;21;23;14;460;30;12;25
11290PN61A;A;PN61;VE7016;09/05/2018 15:34;6.06;5.14;13006;Achi;Bolivar;Dormitorio;18;34;36;369;46;15;9
41863PG20A;A;PG20;VE9623;15/08/2017 04:08;5.94;12.13;52473;Mosquera;Nariño;Salud;38;25;9;2802;32;3;30
20902PK50A;A;PK50;VE8575;01/05/2018 02:26;217.49;33.51;52323;Gualmatan;Nariño;Deportes;34;35;32;3202;27;3;2
92247PB76A;A;PB76;VE3342;15/03/2018 17:54;46.84;13.18;5002;Abejorral;Antioquia;Ropa de adultos;23;40;15;3658;23;20;16
34970PO77A;A;PO77;VE3858;30/08/2017 08:47;15.44;41.97;52490;Olaya herrera;Nariño;Productos ecoamigables;16;2;28;2381;49;24;36
45973PD97A;A;PD97;VE6422;23/07/2017 06:51;510.54;22.77;50006;Acacias;Meta;Celulares;34;8;17;1722;12;28;10
37179PI10A;A;PI10;VE3858;09/06/2018 23:56;69.16;13.84;50001;Villavicencio;Meta;Juguetes;32;14;4;534;31;25;9
48421PG32A;A;PG32;VE7406;27/03/2018 02:33;190.62;9.41;52079;Barbacoas;Nariño;Salud;1;15;16;1129;9;3;23
25774PO45A;A;PO45;VE6936;10/04/2018 03:32;27.68;0.15;50006;Acacias;Meta;Productos ecoamigables;11;18;28;3642;50;27;28
17519PC93A;A;PC93;VE4333;27/01/2018 18:25;58.98;5.23;50001;Villavicencio;Meta;Ropa infantil;23;20;3;6432;53;4;14
90176PC26A;A;PC26;VE6936;19/03/2018 08:17;198.71;9.98;20001;Valledupar;Cesar;Ropa infantil;29;37;4;2201;32;35;21
34691PN67A;A;PN67;VE3420;24/04/2018 15:51;8.68;19.07;52210;Contadero;Nariño;Dormitorio;17;12;5;103;22;21;35
7527PA70A;A;PA70;VE5445;27/04/2018 08:49;179.12;31.58;76001;Cali;Valle del cauca;Electrodomésticos;35;26;20;797;23;10;30
15894PK44C;C;PK44;VE2501;27/11/2017 20:30;45.66;26.05;8001;Barranquilla;Atlantico;Deportes;30;1;16;2604;23;7;25
96169PH31A;A;PH31;VE8544;05/01/2018 01:48;0.04;23.2;52473;Mosquera;Nariño;Bebés ;1;17;3;4780;44;36;24
85160PA90A;A;PA90;VE9769;24/05/2018 18:03;209.81;6.26;52323;Gualmatan;Nariño;Electrodomésticos;35;22;11;136;17;8;17
95878PR89A;A;PR89;VE3210;31/05/2018 20:44;31.42;1.01;52385;La llanada;Nariño;Frutas y verduras;27;29;23;3770;17;3;22
12760PD98A;A;PD98;VE3549;29/01/2018 13:04;161.57;45.46;25001;Agua de dios;Cundinamarca;Celulares;38;15;34;34;3;14;26
80835PJ24A;A;PJ24;VE8692;23/11/2017 01:28;2.68;22.24;17001;Manizales;Caldas;Mascotas;29;3;32;721;10;14;14
87973PK55A;A;PK55;VE1504;12/09/2017 09:44;63.02;32.14;81001;Arauca;Arauca;Deportes;0;25;34;1993;31;17;35
92052PC68A;A;PC68;VE6571;20/11/2017 07:08;18.58;32.75;8001;Barranquilla;Atlantico;Ropa infantil;14;19;28;129;30;27;43
35518PR69B;B;PR69;VE8338;27/11/2017 19:44;315.17;32.78;11001;Bogota d.c.;Bogota d.c.;Frutas y verduras;37;20;0;1547;5;9;23
68866PJ79A;A;PJ79;VE4829;11/06/2018 22:17;25.36;17.12;23001;Monteria;Cordoba;Mascotas;31;38;4;4783;14;30;26
48680PL27A;A;PL27;VE3295;03/12/2017 11:39;23.76;17.67;85001;Yopal;Casanare;Libros;26;39;33;671;62;52;24
10693PC51B;B;PC51;VE4242;07/03/2018 22:19;293.6;13.93;54003;Abrego;Norte de santander;Ropa infantil;33;17;32;69;24;39;24
91461PT47A;A;PT47;VE5229;17/07/2017 06:21;169.87;75.17;52565;Providencia;Nariño;Tarjetas regalo;24;33;25;3414;16;18;50
69835PH97A;A;PH97;VE9449;17/07/2017 11:01;375.17;37.86;50006;Acacias;Meta;Bebés ;30;16;0;103;34;8;32
9340PD60A;A;PD60;VE4446;03/10/2017 05:00;5.62;70.79;8001;Barranquilla;Atlantico;Celulares;19;19;32;3439;37;11;30
77311PG88A;A;PG88;VE1125;11/02/2018 15:17;38.58;36.2;70001;Sincelejo;Sucre;Salud;24;20;14;4600;7;34;22
77727PF27A;A;PF27;VE5109;16/03/2018 12:05;118.52;5.88;27001;Quibdo;Choco;Muebles;39;6;0;209;31;10;42
15471PN71A;A;PN71;VE3342;15/11/2017 00:23;36.95;13.58;85001;Yopal;Casanare;Dormitorio;7;13;9;1561;37;36;11
77408PQ69B;B;PQ69;VE8325;07/02/2018 15:42;40.5;23.62;52381;La florida;Nariño;Lácteos;21;36;27;2048;14;2;29
106782PH57A;A;PH57;VE6785;10/12/2017 02:19;145.2;37.24;17001;Manizales;Caldas;Bebés ;34;32;22;2349;37;23;35
50877PI35B;B;PI35;VE8975;12/09/2017 20:33;29.14;14.39;20001;Valledupar;Cesar;Juguetes;12;30;40;6381;69;6;17
80488PC88A;A;PC88;VE6541;16/11/2017 14:23;136.24;28.87;50001;Villavicencio;Meta;Ropa infantil;17;20;15;21;47;20;21
21104PK71A;A;PK71;VE7503;21/08/2017 12:14;151.87;5.78;52399;La union;Nariño;Deportes;27;15;5;294;31;7;4
2169PE43A;A;PE43;VE9946;20/07/2017 17:16;157.58;5.29;52565;Providencia;Nariño;Tecnología;24;10;37;4977;59;15;22
103813PK14A;A;PK14;VE6608;09/05/2018 15:28;82.87;7.49;50001;Villavicencio;Meta;Deportes;16;28;24;129;59;10;29
6218PK43A;A;PK43;VE9276;30/12/2017 13:05;1.29;91.13;54003;Abrego;Norte de santander;Deportes;7;20;6;1905;3;2;15
6478PM22A;A;PM22;VE8338;05/08/2017 09:34;96.41;57.33;52480;Nariño;Nariño;Ferretería;13;30;3;1475;31;32;12
92585PS60A;A;PS60;VE6541;22/12/2017 01:03;15.3;9.29;68001;Bucaramanga;Santander;Carnicería;0;28;7;225;31;17;19
34487PF23A;A;PF23;VE2233;02/12/2017 13:55;5.65;10.36;52207;Consaca;Nariño;Muebles;30;32;40;952;37;25;18
109246PO57A;A;PO57;VE6608;26/05/2018 17:50;89.63;34.97;50006;Acacias;Meta;Productos ecoamigables;11;1;32;3041;21;15;5
102581PO68A;A;PO68;VE6646;07/06/2018 19:52;278.42;60.32;50006;Acacias;Meta;Productos ecoamigables;11;31;21;1462;42;8;12
83071PC97A;A;PC97;VE9713;06/09/2017 14:53;472.02;18.95;23001;Monteria;Cordoba;Ropa infantil;4;33;7;179;14;11;26
34018PJ68A;A;PJ68;VE2456;31/07/2017 21:58;5.51;9.43;52323;Gualmatan;Nariño;Mascotas;13;10;4;875;41;1;38
37913PL89A;A;PL89;VE3159;07/04/2018 06:42;61.4;43.98;11001;Bogota d.c.;Bogota d.c.;Libros;10;11;38;294;9;45;38
31143PC57A;A;PC57;VE2715;29/11/2017 09:26;24.73;44.0;50001;Villavicencio;Meta;Ropa infantil;7;2;32;18;26;28;23
39518PE27A;A;PE27;VE2285;20/05/2018 13:17;25.45;14.8;19001;Popayan;Cauca;Tecnología;36;34;0;3597;25;34;9
96759PP90A;A;PP90;VE5595;19/05/2018 04:01;44.74;5.21;66001;Pereira;Risaralda;Licor;20;6;39;4849;16;18;15
45209PT68A;A;PT68;VE5926;28/05/2018 14:29;84.57;2.81;50001;Villavicencio;Meta;Tarjetas regalo;18;36;20;1277;14;22;26
60483PJ12A;A;PJ12;VE7925;05/11/2017 05:58;40.29;23.68;70001;Sincelejo;Sucre;Mascotas;29;24;40;1417;34;24;19
87682PR11A;A;PR11;VE4333;15/08/2017 05:06;48.24;50.85;52079;Barbacoas;Nariño;Frutas y verduras;19;17;10;907;47;43;26
99385PG89A;A;PG89;VE4002;18/11/2017 01:28;37.24;2.97;50686;San juanito;Meta;Salud;12;34;21;264;37;7;11
70292PH24B;B;PH24;VE6495;06/04/2018 11:42;10.22;12.86;50001;Villavicencio;Meta;Bebés ;10;24;35;148;20;13;21
7729PN37A;A;PN37;VE9449;05/10/2017 17:42;22.86;4.58;50683;San juan de arama;Meta;Dormitorio;1;30;27;412;23;9;22
71917PB20A;A;PB20;VE2980;24/03/2018 14:42;67.17;26.99;52427;Magui;Nariño;Ropa de adultos;9;0;4;2194;55;12;27
100191PD81A;A;PD81;VE7211;20/11/2017 15:37;248.11;13.28;5002;Abejorral;Antioquia;Celulares;19;4;23;4519;6;8;12
44972PB19A;A;PB19;VE2302;17/09/2017 16:08;18.37;21.51;52405;Leiva;Nariño;Ropa de adultos;10;12;34;5202;22;17;13
84347PS74A;A;PS74;VE8699;11/01/2018 00:58;95.73;4.5;52323;Gualmatan;Nariño;Carnicería;31;18;9;4523;54;5;13
49511PS34A;A;PS34;VE3858;16/02/2018 11:29;67.47;45.32;23001;Monteria;Cordoba;Carnicería;2;27;17;189;50;45;29
21769PQ29A;A;PQ29;VE5422;23/09/2017 09:54;12.77;0.99;52323;Gualmatan;Nariño;Lácteos;29;26;1;889;10;8;10
46652PC32A;A;PC32;VE3276;07/08/2017 01:02;23.66;5.79;23001;Monteria;Cordoba;Ropa infantil;5;21;36;1738;20;23;16
111948PP96B;B;PP96;VE2740;03/02/2018 02:11;76.05;10.55;52323;Gualmatan;Nariño;Licor;17;27;40;864;18;9;25
32567PD27B;B;PD27;VE2233;19/10/2017 00:12;112.59;4.13;52378;La cruz;Nariño;Celulares;12;11;23;1804;32;30;23
61410PC24A;A;PC24;VE2305;18/10/2017 06:21;232.65;18.95;94001;Inirida;Guainia;Ropa infantil;38;16;15;2380;21;2;6
40797PR37A;A;PR37;VE2285;06/08/2017 15:53;17.7;25.64;52405;Leiva;Nariño;Frutas y verduras;19;32;6;4289;17;31;4
83495PE48A;A;PE48;VE8895;01/09/2017 02:51;19.78;52.05;15001;Tunja;Boyaca;Tecnología;35;24;31;2019;5;12;32
34785PK65A;A;PK65;VE7406;10/01/2018 20:16;2.6;26.24;18001;Florencia;Caqueta;Deportes;32;25;1;3492;45;19;12
8210PO51A;A;PO51;VE7671;31/01/2018 23:29;59.67;13.61;85001;Yopal;Casanare;Productos ecoamigables;12;6;12;2063;20;39;13
41280PO58A;A;PO58;VE2980;25/02/2018 12:41;21.5;0.26;50683;San juan de arama;Meta;Productos ecoamigables;29;3;2;1495;35;19;35
51198PR10A;A;PR10;VE9713;28/01/2018 21:47;78.35;50.23;52560;Potosi;Nariño;Frutas y verduras;38;37;18;9339;24;12;25
17536PL78A;A;PL78;VE2233;14/12/2017 06:34;291.43;6.51;52435;Mallama;Nariño;Libros;33;22;35;4091;29;33;25
106148PB53A;A;PB53;VE6936;03/09/2017 17:11;157.87;27.15;52378;La cruz;Nariño;Ropa de adultos;34;28;16;1870;33;30;2
99607PN61A;A;PN61;VE5068;01/11/2017 15:37;1.17;6.75;17001;Manizales;Caldas;Dormitorio;11;39;21;540;21;9;4
7810PN39A;A;PN39;VE9713;19/06/2018 17:56;290.82;33.62;52381;La florida;Nariño;Dormitorio;26;35;3;120;51;13;36
109005PT24A;A;PT24;VE2941;07/05/2018 10:32;74.45;3.2;52411;Linares;Nariño;Tarjetas regalo;36;18;0;568;32;6;7
45396PL17A;A;PL17;VE5588;13/03/2018 17:23;282.66;2.8;19001;Popayan;Cauca;Libros;21;11;34;2102;33;47;14
37475PD29A;A;PD29;VE1019;19/12/2017 15:40;215.87;26.58;52323;Gualmatan;Nariño;Celulares;36;4;23;652;54;10;32
97461PL84A;A;PL84;VE6060;04/11/2017 23:07;302.37;21.18;52354;Imues;Nariño;Libros;0;32;5;1937;28;6;35
48506PI83A;A;PI83;VE3743;04/11/2017 22:45;127.42;12.41;52560;Potosi;Nariño;Juguetes;13;3;37;1056;15;29;23
66924PP16A;A;PP16;VE6107;13/02/2018 00:00;27.29;15.38;52323;Gualmatan;Nariño;Licor;27;25;15;1307;44;29;32
105857PM99A;A;PM99;VE4365;29/10/2017 03:48;70.29;1.03;52399;La union;Nariño;Ferretería;21;4;9;966;45;18;11
10790PQ81A;A;PQ81;VE8494;03/02/2018 03:05;98.77;5.69;66001;Pereira;Risaralda;Lácteos;32;30;30;121;21;26;41
87678PR78B;B;PR78;VE3806;08/12/2017 01:02;232.38;4.21;70001;Sincelejo;Sucre;Frutas y verduras;32;37;12;397;6;12;26
57844PH62A;A;PH62;VE4580;09/08/2017 23:10;9.8;31.87;5002;Abejorral;Antioquia;Bebés ;34;17;1;2942;34;5;43
103818PF90B;B;PF90;VE7147;18/03/2018 02:10;20.8;10.68;52323;Gualmatan;Nariño;Muebles;18;16;0;5051;35;37;11
32356PO28A;A;PO28;VE4481;26/03/2018 19:07;670.06;21.94;18001;Florencia;Caqueta;Productos ecoamigables;36;23;33;215;30;12;28
91888PP74A;A;PP74;VE1204;17/02/2018 22:11;42.71;3.68;13006;Achi;Bolivar;Licor;9;40;22;4739;16;19;10
74529PL78A;A;PL78;VE7925;24/11/2017 11:45;440.26;8.62;13006;Achi;Bolivar;Libros;37;18;2;3036;40;16;25
72107PL73A;A;PL73;VE4829;17/10/2017 17:35;4.88;20.13;52323;Gualmatan;Nariño;Libros;18;5;15;922;25;28;4
4415PK13B;B;PK13;VE2821;29/01/2018 10:46;112.05;0.23;85001;Yopal;Casanare;Deportes;32;39;22;1837;38;31;12
47481PJ40A;A;PJ40;VE6060;02/06/2018 03:50;390.77;2.53;68001;Bucaramanga;Santander;Mascotas;6;24;15;888;59;21;32
90804PO72A;A;PO72;VE8692;29/09/2017 00:51;102.64;3.01;52210;Contadero;Nariño;Productos ecoamigables;7;22;15;3058;39;15;18
91523PE59A;A;PE59;VE8722;24/08/2017 00:15;176.87;13.4;52473;Mosquera;Nariño;Tecnología;4;10;16;768;26;28;22
68167PJ62C;C;PJ62;VE8160;04/02/2018 20:10;103.36;32.61;85001;Yopal;Casanare;Mascotas;7;15;29;2183;5;26;29
85252PO37A;A;PO37;VE1402;02/02/2018 11:57;16.46;4.88;86001;Mocoa;Putumayo;Productos ecoamigables;33;1;30;2651;38;9;26
108896PO41A;A;PO41;VE8699;31/05/2018 10:11;125.88;18.38;50001;Villavicencio;Meta;Productos ecoamigables;25;12;16;875;52;28;32
27222PI95A;A;PI95;VE7066;17/04/2018 23:13;7.84;9.74;66001;Pereira;Risaralda;Juguetes;8;21;22;43;27;31;29
16909PH28A;A;PH28;VE3159;07/01/2018 23:55;52.78;0.19;73001;Ibague;Tolima;Bebés ;22;20;29;429;2;30;14
503PJ86A;A;PJ86;VE7348;13/04/2018 15:06;100.59;18.61;52079;Barbacoas;Nariño;Mascotas;9;24;11;55;30;29;30
62127PT43A;A;PT43;VE9623;18/02/2018 08:56;23.61;21.0;50686;San juanito;Meta;Tarjetas regalo;11;29;12;3274;7;18;22
24729PM84A;A;PM84;VE7211;19/03/2018 08:17;41.56;6.94;52378;La cruz;Nariño;Ferretería;17;11;4;316;27;20;35
70969PP34A;A;PP34;VE9170;05/03/2018 19:25;290.02;21.25;70001;Sincelejo;Sucre;Licor;13;18;10;6179;39;17;20
33578PR16A;A;PR16;VE1125;18/08/2017 13:45;428.94;43.2;52356;Ipiales;Nariño;Frutas y verduras;34;32;18;2213;10;19;24
49327PL40A;A;PL40;VE7866;26/09/2017 05:23;313.72;28.0;52565;Providencia;Nariño;Libros;1;19;22;3490;20;13;15
96174PA28A;A;PA28;VE3880;22/09/2017 19:57;2.02;4.72;50006;Acacias;Meta;Electrodomésticos;12;21;1;578;16;8;29
81434PM32B;B;PM32;VE3215;14/10/2017 08:32;64.88;1.82;54001;Cucuta;Norte de santander;Ferretería;34;33;24;777;47;15;19
34864PD82A;A;PD82;VE4502;01/08/2017 02:35;37.81;0.5;52540;Policarpa;Nariño;Celulares;8;37;17;2616;22;28;31
50016PL18A;A;PL18;VE3797;16/02/2018 00:52;20.76;62.68;20001;Valledupar;Cesar;Libros;11;16;33;157;17;27;33
18364PK60B;B;PK60;VE7066;08/04/2018 04:46;0.2;5.21;52381;La florida;Nariño;Deportes;26;16;31;46;43;9;38
71117PH74A;A;PH74;VE2456;14/06/2018 16:51;60.22;0.11;52411;Linares;Nariño;Bebés ;34;28;14;4021;33;4;15
105326PI73A;A;PI73;VE7960;05/02/2018 06:50;125.64;21.8;54003;Abrego;Norte de santander;Juguetes;15;5;36;1778;13;7;20
104591PO55A;A;PO55;VE3768;17/02/2018 23:27;2.2;12.75;95001;San jose del guaviare;Guaviare;Productos ecoamigables;13;11;1;6073;42;22;30
92736PC85C;C;PC85;VE9449;06/04/2018 02:41;120.39;8.87;13006;Achi;Bolivar;Ropa infantil;27;10;33;783;28;23;26
88491PA43A;A;PA43;VE4446;16/01/2018 12:12;175.4;4.46;18001;Florencia;Caqueta;Electrodomésticos;16;33;33;1854;53;40;23
101983PR64B;B;PR64;VE5346;10/11/2017 12:40;22.06;43.93;52435;Mallama;Nariño;Frutas y verduras;39;25;1;5448;30;9;46
626PP86A;A;PP86;VE1033;13/07/2017 23:59;60.79;22.18;52323;Gualmatan;Nariño;Licor;0;15;25;4320;44;5;19
97671PN48A;A;PN48;VE3215;13/03/2018 01:52;28.55;19.79;66001;Pereira;Risaralda;Dormitorio;29;1;12;1078;24;1;8
51515PI92A;A;PI92;VE2302;06/01/2018 07:04;13.92;103.31;50001;Villavicencio;Meta;Juguetes;33;10;27;1378;27;1;33
5267PD55A;A;PD55;VE3420;21/11/2017 06:52;2.34;10.34;50001;Villavicencio;Meta;Celulares;24;11;16;176;26;7;31
33105PF50A;A;PF50;VE8325;27/08/2017 17:50;86.78;12.29;52356;Ipiales;Nariño;Muebles;26;2;17;1055;54;5;32
66414PR13A;A;PR13;VE4819;22/10/2017 23:45;30.14;23.06;52381;La florida;Nariño;Frutas y verduras;15;29;21;3443;29;8;14
37039PR43A;A;PR43;VE2887;02/12/2017 18:56;16.29;33.07;52565;Providencia;Nariño;Frutas y verduras;37;18;30;2686;29;44;41
81769PG78C;C;PG78;VE6936;22/06/2018 03:40;27.57;9.9;13006;Achi;Bolivar;Salud;28;39;17;2407;23;3;24
106395PM49A;A;PM49;VE6180;16/08/2017 06:45;26.39;9.62;54001;Cucuta;Norte de santander;Ferretería;36;5;14;89;33;8;34
4121PO43A;A;PO43;VE8455;11/04/2018 16:43;257.02;27.76;85001;Yopal;Casanare;Productos ecoamigables;27;27;31;3066;31;14;1
55588PN23A;A;PN23;VE1402;05/01/2018 08:08;23.68;5.25;52399;La union;Nariño;Dormitorio;14;5;16;1352;35;19;28
77159PR51A;A;PR51;VE7125;18/05/2018 10:48;32.94;16.8;66001;Pereira;Risaralda;Frutas y verduras;12;19;25;9;43;42;0
100705PT46A;A;PT46;VE8325;29/12/2017 06:22;14.51;24.82;81001;Arauca;Arauca;Tarjetas regalo;25;23;26;730;45;12;40
100788PO30A;A;PO30;VE4277;25/06/2018 18:19;76.14;10.04;52411;Linares;Nariño;Productos ecoamigables;29;6;38;709;17;18;9
8552PM30A;A;PM30;VE7495;12/06/2018 03:47;4.41;5.93;68001;Bucaramanga;Santander;Ferretería;22;7;29;753;19;3;28
96927PL41A;A;PL41;VE2456;14/09/2017 13:10;257.96;11.09;52565;Providencia;Nariño;Libros;38;19;11;1027;11;24;20
38252PN76A;A;PN76;VE5738;15/05/2018 03:35;105.55;5.8;52480;Nariño;Nariño;Dormitorio;20;18;23;7009;41;7;22
17886PK26A;A;PK26;VE2305;19/02/2018 18:10;69.34;4.39;76001;Cali;Valle del cauca;Deportes;2;27;29;45;17;17;31
4866PT99A;A;PT99;VE7406;19/01/2018 02:33;92.57;6.34;20001;Valledupar;Cesar;Tarjetas regalo;8;22;13;2878;43;10;25
102214PM66A;A;PM66;VE6495;06/01/2018 01:36;374.01;11.13;76001;Cali;Valle del cauca;Ferretería;40;0;8;1397;26;27;27
61326PA21A;A;PA21;VE5090;05/12/2017 01:39;8.5;21.61;52435;Mallama;Nariño;Electrodomésticos;3;4;8;5022;26;46;26
3987PI67A;A;PI67;VE7338;28/11/2017 23:45;69.52;19.17;52427;Magui;Nariño;Juguetes;20;11;4;674;7;3;27
7914PM39A;A;PM39;VE5993;06/02/2018 20:40;101.34;27.5;8001;Barranquilla;Atlantico;Ferretería;20;38;14;1784;36;24;46
33097PQ40A;A;PQ40;VE1830;23/04/2018 23:31;67.16;1.59;52323;Gualmatan;Nariño;Lácteos;5;37;4;1025;34;6;16
106637PR60A;A;PR60;VE2740;08/09/2017 03:33;51.52;8.05;95001;San jose del guaviare;Guaviare;Frutas y verduras;12;14;30;9690;32;28;17
80259PQ85A;A;PQ85;VE1309;12/08/2017 09:27;250.45;23.0;52207;Consaca;Nariño;Lácteos;7;35;8;9633;14;21;6
45211PI41A;A;PI41;VE7338;09/01/2018 23:18;69.55;3.32;23001;Monteria;Cordoba;Juguetes;40;40;8;291;24;14;51
72017PJ89A;A;PJ89;VE8699;26/10/2017 05:29;59.33;22.92;23001;Monteria;Cordoba;Mascotas;20;31;1;4739;23;38;7
105508PK10A;A;PK10;VE8494;09/06/2018 11:19;43.37;2.4;8001;Barranquilla;Atlantico;Deportes;10;20;10;1368;36;30;5
68789PO47A;A;PO47;VE2561;23/06/2018 01:29;198.79;7.57;81001;Arauca;Arauca;Productos ecoamigables;23;25;20;5394;32;26;29
79958PN76A;A;PN76;VE7125;11/02/2018 08:30;1.93;32.14;52435;Mallama;Nariño;Dormitorio;22;19;8;5503;20;23;36
96666PO45A;A;PO45;VE2715;24/02/2018 21:59;21.22;1.13;23001;Monteria;Cordoba;Productos ecoamigables;14;3;23;72;51;4;20
18772PD19A;A;PD19;VE3292;23/06/2018 15:10;165.11;1.79;44001;Riohacha;La guajira;Celulares;25;9;21;4662;24;17;20
100688PC70A;A;PC70;VE4481;30/05/2018 08:57;142.69;15.05;50686;San juanito;Meta;Ropa infantil;0;2;29;2427;56;7;30
97408PH93A;A;PH93;VE5473;21/10/2017 22:23;20.76;5.69;52381;La florida;Nariño;Bebés ;11;39;12;3384;31;33;16
42500PE12B;B;PE12;VE1211;10/05/2018 01:00;400.64;7.75;52210;Contadero;Nariño;Tecnología;24;36;26;1320;24;10;50
53111PL89A;A;PL89;VE3276;06/02/2018 20:31;17.29;3.19;50001;Villavicencio;Meta;Libros;9;30;38;1428;11;29;38
58448PH58A;A;PH58;VE3215;12/05/2018 00:23;189.47;12.94;8001;Barranquilla;Atlantico;Bebés ;30;29;32;2023;53;10;22
43610PB67A;A;PB67;VE2129;06/04/2018 13:59;34.04;36.95;17001;Manizales;Caldas;Ropa de adultos;38;11;5;1782;34;21;32
7843PC50C;C;PC50;VE8455;17/12/2017 06:50;1.57;27.92;50683;San juan de arama;Meta;Ropa infantil;21;5;2;2646;27;11;32
